,title,date,authority,link,desc
6,بخشنامه گمرك در خصوص ميزان ساخت داخل (IPI) خودرو سواري مدل JACJ4 مربوط به شركت كرمان موتور,1401/04/15,گمرك ايران,https://qavanin.ir/Law/TreeText/191818,"بخشنامه گمرك در خصوص ميزان ساخت داخل (IPI) خودرو سواري مدل JACJ4 مربوط به شركت كرمان موتور مصوب 1401,04,15 با اصلاحات و الحاقات بعدي    با سلام و احترام، به پيوست تصوير نامه شماره 92889 /60 مورخ 8 /4 /1401 دفتر صنايع خودرو وزارت صنعت معدن تجارت موضوع نامه شماره 329 /01 مورخ 8 /3 /1401 شركت مهندسين مشاور صنعت و مديريت پويا، بهمراه يك جلد دفترچه حاوي اطلاعات ميزان ساخت داخل (IPI) خودرو سواري مدلJACJ4 طبق جدول ذيل نامه صدرالاشاره مربوط به شركت كرمان موتور به شناسه ملي 1261003794 و به ميزان 11 /46 درصد ساخت داخل جهت محاسبه حقوق ورودي مربوط قطعات منفصله مطابق پروفرم هاي مربوطه در قالب فصل 98 كتاب مقررات صادرات و واردات اعلام ضمنا تاريخ اعتبار تعيين شده تا پايان شهريور ماه سال 1401 مي باشد. خواهشمند است دستور فرمائيد پس از انطباق دقيق كالاي وارده با فهرست كالايي مندرج در IPI با رعايت كامل مقررات اقدام نمايند. علي وكيلي مديركل دفتر واردات تصوير نامه شماره 92889 /60 مورخ 8 /4 /1401 تصوير نامه شماره 329 /01 مورخ 8 /3 /1401"
7,نظر مشورتي 7/1401/253 مورخ 1401/04/15 اداره كل حقوقي قوه قضائيه,1401/04/15,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/300913,استعلام : با توجه به اصلاح قانون راجع به منع توقيف اموال منقول و غير منقول متعلق به شهرداري‌ها در سال 1389 و حذف عبارت «بانك‌ها» از صدر اين ماده واحده، در صورتي كه حسب استعلام انجام شده توسط واحد اجراي احكام مدني، شهرداري داراي وجوه قابل ملاحظه‌اي نزد بانك‌ها باشد، آيا توقيف و برداشت آن پيش از سپري شدن مهلت قانوني امكان‌پذير است؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : مقررات ماده واحده قانون اصلاح قانون راجع به منع توقيف اموال منقول و غير منقول متعلق به شهرداري‌ها مصوب 1361 و الحاق دو تبصره به آن مصوب 1389 مجلس شوراي اسلامي، صرفاً به منظور فراهم آوردن موجبات بهره‌مندي شهردار‌ي‌ها از تسهيلات و منابع بانكي جهت اجراي خدمات شهري و ترغيب بانك‌ها به اعطاي تسهيلات به شهرداري‌ها با مجاز اعلام كردن وصول مطالبات آن‌ها از محل وثايق اخذشده از شهرداري‌ها بوده و حذف عبارت «در بانك‌ها و يا» از ماده واحده سال 1361 در ماده واحده اصلاحي 1389 به قرينه تبصره‌هاي يك و دو ذيل آن و اطلاق عبارت اشخاص ثالث در متن آن، دلالتي بر امكان توقيف و برداشت وجوه موجود در حساب‌هاي شهرداري‌ها نزد بانك‌ها، خارج از چارچوب ماده واحده سال 1361 ندارد.
8,نظر مشورتي 7/1400/1178 مورخ 1401/04/15 اداره كل حقوقي قوه قضائيه,1401/04/15,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/300970,استعلام : در پرونده‌اي مالك واحد آپارتماني طبقه پايين با اعلام معيوب بودن مجراي لوله فاضلاب واحد طبقه بالا، تعمير آن جهت جلوگيري از بروز خسارت را خواستار مي‌شود؛ اما با اعلام مالك واحد يادشده مبني بر اين‌كه اقدامي در راستاي رفع عيب صورت نمي‌دهد، در نهايت بر طبقه پايين خساراتي وارد مي‌شود. در فرض سؤال، آيا شكايت كيفري تخريب مسموع است؟ آيا به طور كلي بزه تخريب با ترك فعل محقق مي‌شود؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : ماده 677 قانون مجازات اسلامي با استفاده از عبارات «تخريب نمايد»، «تلف نمايد» و «از كار اندازد» كه همگي از وقوع فعل مثبت مادي از سوي مرتكب حكايت دارد، تدوين شده است و بديهي است كه «تخريب شدن» يا «تلف شدن» با «تخريب كردن» و «تلف كردن» تفاوت دارد. «تخريب شدن»، با ترك فعل نيز محقق مي‌شود؛ اما «تخريب كردن»، صرفاً با فعل مثبت واقع مي‌شود؛ بنابراين در فرض سؤال، چنانچه بعد از علم و اطلاع متصرف طبقه بالا، وي با سوءنيت و با قصد تخريب، شير آب را باز كند و موجب تخريب شود، بزه موضوع ماده 677 قانون مجازات اسلامي (تعزيرات) مصوب 1375 قابل تحقق است.
9,نظر مشورتي 7/1401/73 مورخ 1401/04/15 اداره كل حقوقي قوه قضائيه,1401/04/15,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/300914,استعلام : 1- آيا رأي صادره از سوي هيأت تشخيص اداره تعاون، كار و رفاه اجتماعي شهرستان مبني بر محكوميت (الزام) ادارات دولتي (بويژه اداره راهداري و حمل و نقل جاده‌اي) به پرداخت حقوق معوقه، عيدي، سنوات، بن كارت، حق مسكن و اضافه‌كاري، مشمول مهلت هيجده ماهه مندرج در قانون نحوه پرداخت محكوم‌به دولت و عدم تأمين و توقيف اموال دولتي مصوب 1365 است؟ 2- آيا حكم موضوع قانون فوق در مورد دهياري‌ها نيز قابل اعمال است؟ 3- آيا اساساً دهياري‌ها مشمول مهلت هيجده ماهه موضوع قانون يادشده يا مهلت يك ساله مقرر براي شهرداري‌ها موضوع ماده واحده قانون راجع به منع توقيف اموال منقول و غيرمنقول متعلق به شهرداري‌ها مصوب 1361 با اصلاحات و الحاقات بعدي در آراي صادره از سوي محاكم و يا اداره تعاون، كار و رفاه اجتماعي هستند؟ 4- آيا صندوق بيت‌المال مشمول مهلت هيجده ماهه موضوع قانون صدرالذكر جهت پرداخت محكوم‌به راجع به اداره دولتي و ... مي‌باشد؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : 1-با عنايت به اين‌كه در ماده واحده قانون نحوه پرداخت محكوم‌به دولت و عدم تأمين و توقيف اموال دولتي مصوب 1365 به «ساير مراجع قانوني ديگر» نيز اشاره شده است و هيأت‌هاي تشخيص و حل اختلاف اداره كار مشمول عنوان «مراجع قانوني» هستند؛ لذا رعايت مهلت يك سال و نيم مقرر در اين قانون شامل آراي هيأت‌هاي تشخيص و حل اختلاف كار و ساير مراجعي كه اجراي آن بر عهده دادگاه‌هاي دادگستري است و به موجب اجراييه صادره در اين دادگاه‌ها به عمل مي‌آيد، مي‌شود. همچنين ماده 27 قانون نحوه اجراي محكوميت‌هاي مالي مصوب 1394 كه اجراي آراي مراجعي كه بر عهده دادگا‌ه‌ها است را مشمول آن قانون دانسته است، حكايت از آن دارد كه مقنن درصدد يكسان‌سازي مقررات اجرايي ناظر بر اجراييه‌هايي است كه در دادگاه‌ها صادر مي‌شود؛ اعم از آن‌كه رأي توسط دادگاه صادر شده باشد يا ديگر مراجع. 2- به موجب ماده واحده قانون تأسيس دهياري‌هاي خودكفا در روستاهاي كشور مصوب 1377 و ماده 5 قانون مديريت خدمات كشوري مصوب 1386 با اصلاحات و الحاقات بعدي، دهياري نهاد عمومي غيردولتي محسوب مي‌شود؛ اين در حالي است كه قانون نحوه پرداخت محكوم‌به دولت و عدم تأمين و توقيف اموال دولتي مصوب 1365 فقط شامل وزارتخانه‌ها و مؤسسات دولتي است؛ بنابراين دهياري‌ها كه داراي شخصيت حقوقي مستقل بوده و جزء نهادهاي عمومي غيردولتي هستند، از شمول مقررات اين قانون خارج مي‌باشند. 3- نظر به اين‌كه ماده واحده قانون راجع به منع توقيف اموال منقول و غيرمنقول متعلق به شهرداري‌ها مصوب 1361 با اصلاحات و الحاقات بعدي، برخلاف قاعده عمومي نحوه توقيف و مزايده اموال محكوم‌عليه و با شرايط مقرر در قانون صرفاً در خصوص شهرداري‌ها قابل اعمال است، قابل تسري به دهيار‌ي‌ها نيست؛ بنابراين دهياري‌‌ها از شمول اين قانون خارج هستند. 4- صرف‌نظر از اين‌‌كه صندوق بيت‌المال فاقد شخصيت حقوقي مستقل است، دفاع از حقوق بيت‌المال با توجه به تبصره ماده 342 قانون آيين دادرسي كيفري الحاقي 1394 با وزارت دادگستري است كه در صورت محكوميت و به ترتيب وصول آراي صادره و از محل اعتباري كه اختصاص داده شده و بدون رعايت مهلت هيجده ماهه مذكور در قانون صدرالذكر نسبت به پرداخت محكوم‌به اقدام مي‌كند و در صورت نداشتن اعتبار، پرداخت از محل ديگر ممكن نيست؛ لذا موضوع از شمول قانون نحوه پرداخت محكوم‌به دولت و عدم تأمين و توقيف اموال دولتي مصوب 1365 خروج موضوعي دارد.
10,نظر مشورتي 7/1400/1534 مورخ 1401/04/15 اداره كل حقوقي قوه قضائيه,1401/04/15,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/300919,استعلام : در صورتي كه در زمان حيات مورث، يكي از وراث يك قطعه ملك را به عنوان حصه خود از تركه دريافت و به موجب سند عادي اقرار كرده باشد كه ملك مذكور را به عنوان سهم‌الارث دريافت كرده و حقي بر ماترك ندارد، آيا پس از فوت مورث، ارائه سند مذكور توسط يكي ديگر از وراث در دعواي تقسيم تركه به دادگاه واجد آثار حقوقي است؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : اولاً، با توجه به آمره بودن قواعد ارث و تحقق ارث به موت حقيقي يا فرضي و استقرار مالكيت ورثه نسبت به تركه پس از اداي حقوق و ديون متعلق به تركه (از جمله موضوع مواد 867، 868 و 870 قانون مدني و ماده 225 قانون امور حسبي مصوب 1319) و به جهت عدم تحقق عنوان تركه بر دارايي زمان حيات فرد، دريافت حصه توسط يكي از وراث احتمالي به عنوان سهم‌الارث و اسقاط حق بعدي وي بر سهم‌الارث فاقد اثر حقوقي است. ثانياً، در فرض سؤال احراز صحت توافق و تفسير آن بر عهده مرجع رسيدگي‌كننده است و در هر حال چنانچه احراز شود توافق ياد‌شده فاقد اثر حقوقي است، مطالبه سهم‌الارث از سوي متعهد فرض سؤال با منع قانوني مواجه نيست؛ هر چند حسب مورد عين، مثل و يا قيمت مالي كه اين فرد در زمان حيات مورث به عنوان سهم‌الارث گرفته است، جزو دارايي‌هاي حين فوت مورث تلقي و سهم‌الارث وراث بر اين مبنا محاسبه مي‌شود.
11,آيين نامه اجرايي تبصره 16 ماده واحده قانون بودجه سال 1401 كل كشور,1401/04/15,هيات وزيران,https://qavanin.ir/Law/TreeText/298548,
12,نظررئيس مجلس شوراي اسلامي در خصوص تصويب نامه شماره 39012/ت59934هـ در خصوص مكلف كردن وزارت نفت به تخصيص سوخت يارانه اي به كشتيها، شناورها وقايقهاي تفريحي و مسافربري داراي مجوز وزارت ميراث فرهنگي,1401/04/15,رییس مجلس,https://qavanin.ir/Law/TreeText/298468,
13,نظررييس مجلس شوراي اسلامي در خصوص تصويب نامه شماره 39005/ت57186هـ مورخ 11/ 03/ 1401 ، با موضوع:آيين نامه اجرايي تبصره ماده(66) قانون جامع خدمات رساني به ايثارگران,1401/04/15,رییس مجلس,https://qavanin.ir/Law/TreeText/298469,null شماره ۳۳۸8۲/هـ ب 15/ 4/ 1401 حضرت حجت الاسلام والمسلمين جناب آقاي دكتر رئيسي رياست محترم جمهوري اسلامي ايران بازگشت به رونوشت تصويب نامه هيأت محترم وزيران به شماره ۳۹۰۰۵/ت۵۷۱۸۶هـ مورخ 11/ 03/ 1401 ، با موضوع: «آيين نامه اجرايي تبصره ماده(۶۶) قانون جامع خدمات رساني به ايثارگران»، متعاقب بررسي ها و اعلام نظر مقدماتي «هيأت بررسي و تطبيق مصوّبات دولت با قوانين» و مستنداً به صدر ماده واحده و تبصره(۴) الحاقي به «قانون نحوه اجراء اصول هشتاد و پنجم(۸۵) و يكصد و سي و هشتم(۱۳۸) قانون اساسي جمهوري اسلامي ايران و اصلاحات بعدي» و ماده(۱۰) آيين نامه اجرايي آن، مراتب متضمّن اعلام نظر قطعي جهت اقدام لازم در مهلت مقرر قانوني و اعلام نتيجه به اين جانب ابلاغ مي گردد. بديهي است پس از انقضاي يك هفته مهلت مقرر در قانون، آن بخش از مصوبه كه مورد ايراد قرار گرفته است، ملغي الاثر خواهد بود. «بر اساس تبصره ماده(۶۶) قانون جامع خدمات رساني به ايثارگران ـ مصوب ۱۳۸۶ ـ «تعيين رشته هاي تحصيلي مورد نياز، نوع، ميزان و شرايط پرداخت هزينه شهريه دانشجويي به موجب آيين نامه اي خواهد بود كه توسط بنياد و با همكاري وزارتخانه هاي علوم، تحقيقات و فناوري و بهداشت، درمان و آموزش پزشكي تهيه و به تصويب هيأت وزيران خواهد رسيد.» از اين رو ماده (۳) مصوبه كه اين امر را به كارگروه متشكل از اعضاي مذكور در اين ماده محول كرده، از حيث تغيير مرجع تصويب مصوبه ، مغاير قانون است.» رئيس مجلس شوراي اسلامي ـ محمدباقر قاليباف
14,نظررييس مجلس شوراي اسلامي در خصوص تصويب نامه شماره 45313/ت59549هت مورخ 1401/03/23 ساماندهي استقرار شهركها و واحدهاي صنعتي و معدني داراي پروانه بهره برداري در محدوده 120 كيلومتري شهر تهران,1401/04/15,رییس مجلس,https://qavanin.ir/Law/TreeText/298470,null شماره ۳۳۸۷۲/هـ ب 15/ 4/ 1401 حضرت حجت الاسلام والمسلمين جناب آقاي دكتر رئيسي رياست محترم جمهوري اسلامي ايران بازگشت به رونوشت تصويب نامه هيأت محترم وزيران به شماره ۴۵۳۱۳/ت۵۹۵۴۹هـ مورخ 23/ 03/ 1401، با موضوع: «ساماندهي استقرار شهركها و واحدهاي صنعتي و معدني داراي پروانه بهره برداري در محدوده ۱۲۰ كيلومتري شهر تهران»، متعاقب بررسي ها و اعلام نظر مقدماتي «هيأت بررسي و تطبيق مصوّبات دولت با قوانين» و مستنداً به صدر ماده واحده و تبصره (۴) الحاقي به «قانون نحوه اجراء اصول هشتاد و پنجم (۸۵) و يكصد و سي و هشتم (۱۳۸) قانون اساسي جمهوري اسلامي ايران و اصلاحات بعدي» و ماده (۱۰) آيين نامه اجرايي آن، مراتب متضمّن اعلام نظر قطعي جهت اقدام لازم در مهلت مقرر قانوني و اعلام نتيجه به اين جانب ابلاغ مي گردد. بديهي است پس از انقضاي يك هفته مهلت مقرر در قانون، آن بخش از مصوبه كه مورد ايراد قرار گرفته است، ملغي الاثر خواهد بود. «نظر به اينكه موارد مذكور در تبصره«۲» بند(۶) مصوبه اعم از «ابطال جواز يا پروانه تأسيس، تعطيلي يا پلمپ واحد صنفي يا صنعتي» همگي نيازمند تجويز مقنّن و طي تشريفات قانوني نزد مراجع ذيصلاح بوده و در «قانون حفظ كاربري اراضي زراعي و باغ ها» ـ مصوب ۱۳۷۴ـ مجوزي در اين زمينه اعطا نشده، تبصره مذكور مغاير قانون است.» رئيس مجلس شوراي اسلامي ـ محمدباقر قاليباف
15,نظر رئيس مجلس در خصوص تصويب‌ نامه هيأت وزيران به شماره 42328/ت59952هـ مورخ 18 /3 /1401 با موضوع تغيير ساعات كار كارمندان دستگاههاي اجرايي، بانكها، نيروهاي مسلح و نهادهاي عمومي غيردولتي جهت پايداري شبكه سراسري برق در ايام گرم سال,1401/04/15,رییس مجلس,https://qavanin.ir/Law/TreeText/298502,حضرت حجت الاسلام والمسلمين جناب آقاي دكتر رئيسي رياست محترم جمهوري اسلامي ايران سلام عليكم بازگشت به رونوشت تصويب ‌نامه هيأت محترم وزيران به شماره 42328/ت59952هـ مورخ 18 /3 /1401، موضوع: «تغيير ساعات كار كارمندان دستگاههاي اجرايي، بانكها، نيروهاي مسلح و نهادهاي عمومي غيردولتي جهت پايداري شبكه سراسري برق در ايام گرم سال»، متعاقب بررسي‌ها و اعلام نظر مقدماتي «هيأت بررسي و تطبيق مصوّبات دولت با قوانين» و مستنداً به صدر ماده واحده و تبصره (4) الحاقي به «قانون نحوه اجراء اصول هشتاد و پنجم (85) و يكصد و سي و هشتم (138) قانون اساسي‌ جمهوري اسلامي ايران و اصلاحات بعدي» و ماده (10) آيين‌نامه اجرايي‌ آن، ‌مراتب متضمّن اعلام نظر قطعي جهت اقدام لازم در مهلت مقرر‌ قانوني و اعلام نتيجه به اين جانب ابلاغ مي‌گردد. بديهي است پس از انقضاي يك هفته مهلت مقرر در ‌قانون، آن بخش از مصوبه كه مورد ايراد قرار گرفته است، ملغي‌الاثر خواهد بود. «1- نظر به ماده (87) قانون مديريت خدمات كشوري -مصوب1386– كه مقرّر مي‌دارد: «ساعات كار كارمندان دولت چهل و چهار ساعت در هفته مي‌باشد و ترتيب و تنظيم ساعات كار ادارات با پيشنهاد سازمان و تصويب هيأت وزيران تعيين مي‌گردد و تغيير ساعت كار كارمندان در موارد ضروري با رعايت سقف مذكور با دستگاه ذي‌ربط مي‌باشد»، و از آنجاكه با مكلف شدن دستگاه‌هاي اجرايي به خاموش نمودن دستگاه‌هاي سرمايشي از يك ساعت قبل از خاتمه كار و در مناطق گرمسيري همزمان با خاتمه كار در ساعت13/30، عملاً امكاني براي حضور كاركنان در محل خدمت جهت جبران كسري ساعات كار متصوّر نمي‌باشد، عليهذا فرازي از تبصره«1» مصوبه كه مقرّر مي‌دارد: «استانداران موظفند ساعات كار كاهش يافته را به صورت حضوري جبران نمايند»، از حيث تعليق به مشكل يا محال شدن امكان حضور، مغاير قانون است. 2- علاوه بر ابلاغ رأي قطعي رييس مجلس شوراي اسلامي به شماره26361/هـ ب مورخ 28 /3 /1401،  راجع به مصوبه اخيرالصدور دولت به شماره 4112/ت59728هـ مورخ 16 /1 /1401 موضوع: «تغيير ميزان ساعات كاري ادارات در ماه مبارك رمضان»، لكن با نظر به ابلاغ رأي قطعي رييس وقت مجلس شوراي اسلامي به شماره 51030هـ/ب مورخ 15 /8 /1390 ناظر به مصوبه پيشين دولت مربوط به دوركاري به شماره تصويب‌نامه 115012/ت40869هـ مورخ 6 /6 /1390 و عدم اهتمام دولت به اصلاح مصوبات، فراز ديگر از تبصره «1» مصوبه كه جبران ساعات كار كاهش يافته را ازطريق دوركاري، تجويز مي‌كند، از اين حيث كه متوقّف نمودن انجام كار به راهكارهاي مندرج در دو فقره مصوبه هيأت دولت كه بخشهايي از آنها با نظر به ابلاغ رأي قطعي رياست وقت مجلس ملغي‌الاثر گرديده، متضمّن احياء بخشهاي مواجه با مغايرتهاي قانوني مي‌باشد، مغاير با تبصره «4» ماده واحده قانون نحوه اجراي اصول (85) و (138) قانوني اساسي مي‌باشد كه مقرّر مي‌دارد: «چنانچه تمام يا قسمتي از مصوبه مورد ايراد رئيس مجلس شوراي اسلامي قرار گيرد و پس از اعلام ايراد به هيأت وزيران، ظرف مدت مقرر‌ در قانون، نسبت به اصلاح يا لغو آن اقدام نشود پس از پايان مدت مذكور حسب مورد تمام يا قسمتي از مصوبه مورد ايراد، ملغي ‌الاثر خواهد بود.»». رئيس مجلس شوراي اسلامي– محمدباقر قاليباف
16,بخشنامه گمرك در خصوص ساماندهي صادرات سيمان و كلينكر,1401/04/15,گمرك ايران,https://qavanin.ir/Law/TreeText/298473,"بخشنامه گمرك در خصوص ساماندهي صادرات سيمان و كلينكر   مصوب 1401,04,15 با اصلاحات و الحاقات بعدي    با سلام، پيرو بخشنامه شماره 124878 /1401 /26 مورخ 31 /02 /1401 موضوع ساماندهي صادرات سيمان و كلينكر، به پيوست تصوير نامه شماره 97031 /60 مورخ 15 /04 /1401 مديركل محترم دفتر مقررات صادرات و واردات وزارت صنعت، معدن و تجارت منضم به نامه شماره 91071 /60 مورخ 07 /04 /1401 مديركل محترم دفتر صنايع معدني آن وزارتخانه عيناً جهت آگاهي و اقدام لازم وفق مفاد نامه هاي فوق الذكر و صرفاً طبق اسامي شركت ها و شناسه ملي اعلام شده و كدهاي طبقه بندي به شرح فهرست ضميمه تا تاريخ 01 /05 /1401 و با رعايت كليه قوانين،‌ مقررات و ضوابط مربوطه ارسال مي گردد. علي اكبر شاماني مديركل دفتر صادرات نامه شماره 97031 /60 مورخ 15 /04 /1401 نامه شماره 91071 /60 مورخ 07 /04 /1401 نامه شماره 91071 /60 مورخ 07 /04 /1401 نامه شماره 91071 /60 مورخ 07 /04 /1401 نامه شماره 91071 /60 مورخ 07 /04 /1401"
17,سفر وزير نيرو به كشور جمهوري آذربايجان با استفاده از هواپيمايي اختصاصي,1401/04/15,هيات وزيران,https://qavanin.ir/Law/TreeText/298474,"سفر وزير نيرو به كشور جمهوري آذربايجان با استفاده از هواپيمايي اختصاصي مصوب 1401,04,15 با اصلاحات و الحاقات بعدي  هيئت وزيران در جلسه 15 / 4 / ۱401 به پيشنهاد شماره 100/ 13/ 25793/ 1401 مورخ 14/ 4/ 1401 وزارت نيرو و به استناد ماده (۳۱) قانون تنظيم بخشي از مقررات مالي دولت - مصوب ۱۳۸۰ - تصويب كرد: مسافرت وزير نيرو به كشور جمهوري آذربايجان با استفاده از هواپيماي اختصاصي مطابق برنامه زمان بندي شده انجام شود. محمد مخبر معاون اول رييس جمهور"
18,اجازه به وزارت جهاد كشاورزي براي مذاكره، پيش امضا و امضاي موقت موافقت نامه همكاري در زمينه حفظ نباتات و قرنطينه گياهي با دولت جمهوري آفريقاي جنوبي,1401/04/15,هيات وزيران,https://qavanin.ir/Law/TreeText/298475,"اجازه به وزارت جهاد كشاورزي براي مذاكره ، پيش امضا و امضاي موقت موافقت نامه همكاري در زمينه حفظ نباتات و قرنطينه گياهي با دولت جمهوري آفريقاي جنوبي مصوب 1401,04,15 با اصلاحات و الحاقات بعدي  هيئت وزيران در جلسه 15/ 4/ 1401 به پيشنهاد شماره 18009 /020 مورخ 10/ 8/ 1400 وزارت جهاد كشاورزي و در اجراي ماده (2) آيين نامه چگونگي تنظيم و انعقاد توافق هاي بين المللي - مصوب 1371- تصويب كرد: 1- وزارت جهاد كشـاورزي مجـاز اسـت با هماهنگي معاونت حقوقي رييس جمهور (امور توافق هاي بين المللي) و وزارت امور خارجه نسبت به مذاكره، پيش امضا (پاراف) و امضاي موقت موافقت نامه همكاري در زمينه حفظ نباتات و قرنطينه گياهي بين دولت جمهوري اسلامي ايران و دولت جمهوري آفريقاي جنوبي در چهارچوب متن نمونه موضـوع نـامـه شـمـاره 31851 مورخ 30/ 3/ 1385 معاونت حقوقي رييس جمهور، اقدام و مراحل قانوني را تا تصويب نهايي پيگيري نمايند. ۲- تصويب نامه شماره ۱۰۲۳ /ت۵۴۱۶۶هـ مورخ 9/ 1/ 1396 لغو مي شود. محمد مخبـر معاون اول رييس جمهور"
19,بخشنامه گمرك در خصوص تمديد ابلاغ ميزان ساخت داخل (IPI) بيل هيدروليكي چرخ زنجيري مدل HEC220 محصول شركت توليدي تجهيزات سنگين هپكو,1401/04/15,گمرك ايران,https://qavanin.ir/Law/TreeText/298483,"بخشنامه گمرك در خصوص تمديد ابلاغ ميزان ساخت داخل (IPI) بيل هيدروليكي چرخ زنجيري مدل HEC220 محصول شركت توليدي تجهيزات سنگين هپكو مصوب 1401,04,15 با اصلاحات و الحاقات بعدي    با سلام، پيرو بخشنامه شماره 1618813 /318 /الف مورخ 25 /11 /1400 اين دفتر موضوع تمديد ابلاغ ميزان ساخت داخل (IPI) بيل هيدروليكي چرخ زنجيري مدل HEC220 محصول شركت توليدي تجهيزات سنگين هپكو به شناسه ملي 10380609395 به ميزان اعلامي 49 /31 صدم درصد، به پيوست تصوير نامه 83010 /60 مورخ 30 /3 /1401 دفتر ماشين آلات و تجهيزات وزارت صنعت معدن و تجارت، موضوع تمديد مهلت بخشنامه هاي صدرالاشاره تا پايان سال 1401 جهت آگاهي و بهره برداري لازم ارسال ميگردد. خواهشمند است دستور فرمائيد پس از طباق دقيق كالاي وارده با فهرست كالايي مندرج در IPI با رعايت كامل اقدام نمايند. علي وكيلي مديركل دفتر واردات تصوير نامه 83010 /60 مورخ 30 /3 /1401 تصوير نامه 609 /1401 /1 مورخ 22 /3 /1401 تصوير نامه 367196 /60 مورخ 09 /11 /1400 تصوير نامه 1618813 /1401 مورخ 24 /11 /1400"
20,نظر مشورتي 7/1401/328 مورخ 1401/04/14 اداره كل حقوقي قوه قضائيه,1401/04/14,اداره کل حقوقی قوه قضائیه,https://qavanin.ir/Law/TreeText/300981,استعلام : در فرضي كه در خصوص موضوع مجرمانه‌اي دادسرا عقيده بر منع تعقيب متهم داشته و پس از اعتراض شاكيان دادگاه كيفري يك استان ضمن نقض قرار منع تعقيب صادره جلب به دادرسي متهم را صادر كند آيا به استناد بند «ب» ماده 335 قسمت اخير ماده 382 و لحاظ ماده 276 از قانون آيين دادرسي كيفري نيازي به تنظيم كيفرخواست نيست و يا با وجود اينكه دادستان عقيده بر عدم بزهكاري متهم دارد ملزم به تنظيم كيفرخواست است؟ نظريه مشورتي اداره كل حقوقي قوه قضاييه : با توجه به ماده 276 قانون آيين دادرسي كيفري مصوب 1392 كه به صراحت اعلام داشته در صورت نقض قرار منع تعقيب و صدور قرار جلب به دادرسي توسط دادگاه (كيفري يك يا دو)، بازپرس مكلف است متهم را احضار و موضوع اتهام را به او تفهيم كند و با اخذ آخرين دفاع و تأمين مناسب از وي، پرونده را به دادگاه ارسال كند و نيز با لحاظ ماده 335 اين قانون كه يكي از جهات شروع به رسيدگي دادگاه‌هاي كيفري را صدور «قرار جلب به دادرسي توسط دادگاه» در رديف جهات ديگر مانند كيفرخواست دادستان ذكر كرده است و همچنين با عنايت به ماده 405 اين قانون، در فرض سؤال، موجب قانوني جهت تكليف دادستان به صدور كيفرخواست با فرض صدور قرار جلب به دادرسي توسط دادگاه كيفري يك وجود ندارد. همچنين مقررات مواد 276 و 335 قانون فوق‌الذكر، تعارضي با بند «الف» ماده 359 و ماده 382 ندارد؛ زيرا مقررات مواد اخيرالذكر مفروض بر صدور كيفرخواست يا طرح ادعاي شفاهي از سوي دادستان است و به معناي عدم استماع اظهارات دادستان يا نماينده وي در جلسه رسيدگي به ترتيب مقرر در قانون در مواردي نيست كه در اجراي ماده 276 قانون يادشده، پرونده امر در دادگاه مطرح مي‌شود.
